일자,시간,제목,CODE
2021/01/13,08:50,김승연 회장의 야심작 ‘우주항공사업’ 강화..쎄트렉아이 지분 인수(종합),'012450/272210/099320
2021/01/13,08:22,한화, 쎄트렉아이 지분 30％ 인수…"위성 개발 역량 확보",'012450/099320/272210
2021/01/13,08:15,한화에어로, 국내 우주위성 전문기업 지분 인수,'000880/012450/272210
2021/01/13,08:10,"쎄트렉아이株 589억원에 취득"...한화에어로스페이스, 위성분야 사업 강화,'012450/272210
2021/01/13,07:52,"미래 성장 동력 확보"...한화, 쎄트렉아이 인수 추진,'099320/012450/272210
2021/01/12,21:15,한화, 인공위성 개발기업 쎄트렉아이 인수 추진(종합),'099320/012450/272210
2021/01/12,19:06,한화에어로, 항공업 '꿈틀'에 올해도 날개펼까,'012450/272210
2021/01/12,18:53,한화, 국내 유일 인공위성 개발기업 쎄트렉아이 인수 추진,'099320/012450/272210
2021/01/12,10:47,[장중수급포착] 한화시스템, 외국인 5일 연속 순매수행진... 주가 +1.97%,'272210
2021/01/12,10:46,[리포트 브리핑]한화시스템, '저궤도위성 등 우주사업으로 빛날 한 해' 목표가 21,000원 - 한화투자증권,'272210
2021/01/12,09:21,한화시스템(272210)  소폭 상승세 +3.09%,'272210
2021/01/11,13:42,[빅데이터] 국방비, 지난해 50조1530억원 기록,'012450/047810/079550/272210/005870
2021/01/11,07:22,방산업계 국방 예산·해외 수주로 실적 순풍타나,'272210/079550/064350/047810
2021/01/08,19:39,국민연금, 4분기에 건설주 사고 미디어·식료품 팔아,'008350/272210/013890/166090/033640
2021/01/08,14:45,한화시스템(272210)  소폭 상승세 +3.50%,'272210
2021/01/08,09:03,국내 상장 방산기업 관련 국방예산, 최대 3600억원 증가 전망...수혜종목은?,'272210/079550/064350
2021/01/06,17:57,한화시스템, 임원ㆍ주요주주 특정증권등 소유주식수 변동,'272210
2021/01/05,14:51,Hanwha Systems, The surge in sales in the defense industry...Target stock price increase(Daishin Securities),'272210
2021/01/05,14:25,[집중! 시세포착!] 항공기 엔진 기업, 전년 대비 이익 큰 폭 성장? <한화에어로스페이스>,'012450/272210
2021/01/05,12:17,[리포트 브리핑]한화시스템, '방산 매출 급증, 사업은 날아오른다' 목표가 20,000원 - 대신증권,'272210
2021/01/05,11:18,한화시스템, 주식등의 대량보유자 소유주식수 변동,'272210
2021/01/05,09:11,'한화시스템' 52주 신고가 경신, 전일 기관 대량 순매수,'272210
2021/01/05,09:06,<유>한화시스템, 장중 신고가 돌파.. 18,000→18,200(▲200),'272210
2021/01/05,09:06,한화시스템(272210)  소폭 상승세 +4.01%, 신고가 경신,'272210
2021/01/05,08:40,한화시스템, 방산 매출 급증…목표가 25%↑ -대신,'272210
2021/01/05,01:07,[유가증권 기업공시] (4일) 대웅제약 등,'069620/336260/272210
2021/01/04,16:02,장중 주요 종목 공시,'326030/038870/322510/272210/224110
2021/01/04,11:43,[공시] 한화시스템, 국과연과 1332억원 규모 공급계약,'272210
2021/01/04,11:14,한화시스템, 국방과학연구소와 1332억 규모 공급 계약 체결,'272210
2021/01/04,10:30,한화시스템, 국방과학연구소와 1332억 규모 공급계약 체결,'272210
2021/01/04,10:24,한화시스템(272210), 국방과학연구소과 1331.8억원 규모의 단일판매ㆍ공급계약체결,'272210
2021/01/04,10:16,한화시스템(주) 단일판매ㆍ공급계약체결,'272210
2021/01/04,10:16,한화시스템, 1,331.78억원 규모 공급계약(JTDLS(완성형) 체계종합 시제) 체결,'272210
2020/12/31,19:51,[전문가추천] 증시전문가 “이번주는 이걸로 잡았다!” 5G 섹터 상승 유망주 TOP4,'101140/015540/299030/000990/272210
2020/12/29,23:00,주식으로 ‘큰돈’ 벌려면 “이것” 기억해라!!!,'066570/272210/077360/005930/001360
2020/12/29,22:30,【속보】 제2의 LG전자 “oooo” 터집니다.,'005930/101140/210980/001360/272210
2020/12/29,22:00,【집중】 나만 수익 못 보는 장세??!!,'001360/066570/189300/134060/272210
2020/12/29,21:25,♣주목할종목♣ 진정한 투자자라면 꼭 잡아야 할 3대 테마,'047040/139670/047040/272210/065150
2020/12/29,19:51,▶ 대선주로 원금회복이 아닌 수익금을 벌어봅시다! 상위 1%전문가의 추천주 공개!,'101140/015540/299030/000990/272210
2020/12/29,17:21,'경영 보폭' 넓히는 김동관 한화솔루션 사장…한화솔루션, 미국 수소탱크기업 인수하고 '글로벌 톱' 수소기업 도약 노려,'009830/272210
2020/12/29,14:00,[AI분석완료] 12月 20% 이상 급등주 선취매 종목! 전문가들의 Choice TOP 3 받아보기!,'067770/272210/101140/015750/131400
2020/12/29,13:25,테슬라와 애플 그리고 LG가 주목하는 2차전지 신성은?,'033320/357550/065350/134060/272210
2020/12/29,13:25,“주식카톡방 완전무료 선언” 파격결정,'005930/065350/066570/272210/347860
2020/12/29,12:00,【단독】 “이것”만 있으면 상한가 문제없다?!,'001360/272210/134060/066570/066575
2020/12/29,11:30,“카카오톡 종목추천, 무료 신청하세요,'001360/005930/066570/272210/015540
2020/12/29,10:21,'[장중수급포착] 한화시스템, 외국인/기관 동시 순매수… 주가 +1.17%,'272210
2020/12/29,10:13,▶▶ 추천주 10분만에 상한가! 누구냐 넌?,'015760/033270/048410/066570/272210
2020/12/29,09:29,반대매매가 걱정된다면 최저 연 3%대 대환 상품,'051490/006800/004830/272210/042670
2020/12/29,08:27,▶[속보] 제2의 “삼성전자” 공개 임박,'272210/048410/047820/009900/131220
2020/12/29,08:20,【AI 분석완료】 상한가 찍는 종목 확인!!,'134060/272210/066575/077360/210980
2020/12/29,08:10,[골드이슈] 전일 52주 신고가 경신 종목,'066570/067770/272210
2020/12/29,00:41,"자율차 다음은? 우주에 베팅"…유망주로 떠오른 한화시스템,'272210/009830
2020/12/28,22:03,램데시비르 600배↑,코로나19 치료제 개발중?,'009150/077360/134060/272210/347860
2020/12/28,21:57,제2의 LG전자?,'065350/067770/068760/077360/272210
2020/12/28,21:31,코로나19 치료 "완전 사멸↑" 모더나 백신 출시?,'272210/000990/036830/039290/000270
2020/12/28,21:02,▶[외신단독] 제2의 ‘삼성전자’ 공개 임박,'272210/048410/047820/009900/131220
2020/12/28,20:45,▶▶ 12月, 역대 최고치 수주 물량 확보!,'019170/033270/272210/048410/009900
2020/12/28,19:51,▶ 대선주로 원금회복이 아닌 수익금을 벌어봅시다! 상위 1%전문가의 추천주 공개!,'101140/015540/299030/000990/272210
2020/12/28,18:43,▶[필독] “내일” 꼭 사야될 폭등주는?,'272210/048410/047820/009900/131220
2020/12/28,18:10,어떤 종목이 오를까? 내일 급등유망주 【1등】 확인하세요.,'033270/000990/272210/054180
2020/12/28,18:00,[골드이슈] 상승여력이 큰 우량주 3선,'071050/100090/272210
2020/12/28,17:32,"자율차 다음은? 우주에 베팅"…유망주로 떠오른 한화시스템,'272210/009830
2020/12/28,17:08,증시요약(7) - 기술적 분석 특징주 A(코스피),'001360/101140/133820/272210/025540
2020/12/28,17:06,증시요약(4) - 특징 종목(코스피),'001360/272210/015230/101140/353200
2020/12/28,17:02,52주 신고가 종목,'077360/001360/067770/189300/272210
2020/12/28,16:22,‘수혜 기대’ 내일(29일) 급부상 유망 종목 BEST 5,'272210/133820/066980/004770/077360
2020/12/28,15:56,[新라이벌] 차세대 방위산업 경쟁…한화시스템 김연철 vs LIG넥스원 김지찬,'079550/272210
2020/12/28,15:55,한화시스템, 임원ㆍ주요주주 특정증권등 소유주식수 변동,'272210
2020/12/28,15:41,한화시스템, 주식등의 대량보유자 소유주식수 변동,'272210
2020/12/28,15:38,[fnRASSI]장마감, 거래소 상승 종목(금비 29.9% ↑),'001360/004835/008870/066575/272210
2020/12/28,15:37,코스피 상승률 상위 50종목,'001360/272210/066570/033270/025540
2020/12/28,15:04,[특징주] 한화시스템, 1800억원 규모 방위사업 계약… 11% 상승,'272210
2020/12/28,14:46,오후장 특징주★(코스피),'001360/272210/101140/015230/210980
2020/12/28,14:34,키워드림론으로 매입자금 마련하자! 업계 최저금리 적용으로 부담없이 이용가능한 키움증권 전용 스탁론!,'008870/077360/950180/272210/064800
2020/12/28,14:31,코스피 상승률 상위 50종목,'001360/015540/066570/033270/272210
2020/12/28,14:03,[골드이슈] 장마감 전 다시 한번 살펴볼 우량주,'071050/100090/272210
2020/12/28,13:45,한화시스템, 52주 신고가,'272210
2020/12/28,13:31,'한화시스템' 52주 신고가 경신, 단기·중기 이평선 정배열로 상승세,'272210
2020/12/28,13:02,Hanwha Systems, Satellite portfolio expansion...Target stock price increase(NH Investment & Securities),'272210
2020/12/28,11:20,▶삼성전자 내년 스마트폰 3억대 판매 예정! 수혜주 => [바로 확인],'082210/033240/094170/272210/095340
2020/12/28,11:06,[이데일리N] 올해 전국 집값 14년 만에 최고 상승...전세는 9년래 최대 증가 外,'272210
2020/12/28,10:34,[골드이슈] 증권사 핫 리포트,'000270/071050/272210
2020/12/28,09:45,♣전문가추천♣ 주식 좀 한다면 담아라! 상승 유망 종목! 3選,'258790/047820/272210/001510/336370
2020/12/28,09:30,한화시스템(272210)  소폭 상승세 +4.55%,'272210
2020/12/28,09:04,[리포트 브리핑]한화시스템, '인공위성 관련사업 포트폴리오 확장' 목표가 22,000원 - NH투자증권,'272210
2020/12/28,09:01,한화시스템, 위성 안테나 사업 적극 확장 -목표가↑-NH,'272210
2020/12/28,09:00,[단독]“ OOOO”급등주 관련 추가주까지 완벽한 분석,'036890/219750/160550/005930/272210
2020/12/28,09:00,한화시스템, 인공위성 포트폴리오 확장…목표가 2만2천원↑-NH투자,'272210
2020/12/28,08:48,"한화시스템, 인공위성 관련 포트폴리오 확장...목표주가↑" -NH투자증권,'272210
2020/12/28,08:46,[오늘의 목표주가]한화시스템·삼강엠앤티·한국금융지주·팬오션 상향,'272210/086280/100090/071050/028670
2020/12/28,08:35,[리포트 브리핑]한화시스템, '좋을 때 준비하는 미래' Not Rated - 한국투자증권,'272210
2020/12/28,08:30,개장전★주요이슈 점검,'272210/192820/241820/030000/035760
2020/12/28,08:00,【속보】 상한가 유력후보 입장~ 급등임박!!,'095700/323990/272210/289080/347860
2020/12/28,07:57,한화시스템, 인공위성 관련 사업 포트폴리오 확장 '목표가↑'-NH투자증권,'272210
2020/12/28,07:53,'[개장전] 증권사 추천주(12/28),'272210/298050/348350/000270/005930
2020/12/28,07:36,한화시스템, 인공위성 포트폴리오 적극 확장…목표가 ↑ -NH,'272210
2020/12/28,01:24,한화시스템, '방공 C2A 체계' 2차 양산 계약…1800억원 규모,'272210
2020/12/27,18:10,한화시스템, 1846억원 규모 방공지휘통제경보체계 2차 양산 계약,'272210
2020/12/27,13:30,한화시스템, 1800억 원 규모 방공지휘통제경보체계 2차 양산 계약,'272210
2020/12/27,12:12,한화시스템, 방공지휘통제경보체계 1846억원 2차 양산 계약,'272210
2020/12/27,10:38,한화시스템, 방공지휘통제경보체계 1천846억원 2차 양산 계약,'272210
2020/12/27,10:31,작전 반응시간 30초…한화시스템, 방공C2A체계 2차 계약,'272210
2020/12/27,09:59,"작전 반응시간, 3분에서 30초로" 한화시스템, 1,800억 원 규모 경보체계 2차 계약,'272210
2020/12/27,09:59,반응시간 3분→30초, 한화시스템 방공C2A 2차계약,'272210
2020/12/27,09:48,한화시스템, 방위사업청과 1800억원 규모 경보체계 2차계약,'272210
2020/12/25,07:00,[기업공시 12월 24일]팬오션, 2,040억 투자해 LNG 운반선 1척 건조 등,'000910/047400/272210/079960/159910
2020/12/24,21:12,한화시스템, '위성 통신 사업' 드라이브…美 카이메타에 약 330억원 투자,'272210
2020/12/24,20:04,한화시스템, 5400억원 규모 'KDDX 무기 체계' 개발 사업 계약 完,'272210
2020/12/24,18:51,코로나19 치료 "완전 사멸↑" 모더나 백신 출시?,'160550/093370/235980/272210/028300
2020/12/24,17:55,한화시스템, 5400억 규모 KDDX 사업 수주,'000880/272210
2020/12/24,17:21,장 중 기업공시[12월 24일],'000910/047400/272210/079960/159910
2020/12/24,17:11,증시요약(4) - 특징 종목(코스피),'015540/214330/272210/002380/011000
2020/12/24,16:06,장중 주요 종목 공시,'014790/095610/272210/071320/348210
2020/12/24,14:13,Hanwha Systems invests 33 billion won in Kymeta in order to preoccupy the low-orbital satellites market,'272210
2020/12/24,14:02,한화시스템, 한국형 차기구축함 계약 체결…5400억원 규모,'272210
2020/12/24,13:59,[종합] 한화시스템, 차기 핵심기술에 사활,'272210
2020/12/24,13:49,한화시스템, 5,400억원 규모 한국형 차기구축함 계약체결,'272210
2020/12/24,13:45,한화시스템, 美위성안테나 기업에 330억원 투자,'272210
2020/12/24,12:26,한화시스템, 4800억원 규모 방위사업 수주,'272210/003490
2020/12/24,11:59,한화시스템, 한국형 차기구축함 전투체계 개발 계약,'272210
2020/12/24,11:42,한화시스템, 5400억 규모 KDDX 사업계약 체결,'272210
2020/12/24,11:41,한화시스템, KDDX 전투체계·레이다 공급 계약체결,'272210
2020/12/24,11:38,한화시스템, 5400억 규모 KDDX 전투체계 수주,'272210
2020/12/24,11:33,한화시스템, 5400억 규모 한국형 차기 구축함 개발사업 체결,'272210
2020/12/24,11:28,한화시스템, 5400억원 규모 차기구축함 개발 사업 수주,'272210
2020/12/24,11:20,한화시스템, 5400억 규모 KDDX 사업계약 체결,'000880/272210
2020/12/24,11:15,오전장 특징주★(코스피),'015540/010060/272210/028050
2020/12/24,11:13,한화시스템, 美 위성안테나 업체에 330억 투자,'272210
2020/12/24,10:43,한화시스템, 방위사업청과 1846억 규모 공급계약,'272210
2020/12/24,10:43,한화시스템, 국방과학연구소와 3023억 규모 공급계약,'272210
2020/12/24,10:38,한화시스템, 3023억 규모 KDDX 레이더 시제 공급계약 체결,'272210
2020/12/24,10:36,[특징주] 자사주 취득·신사업 투자에 한화시스템 강세,'272210
2020/12/24,10:23,한화시스템, 1846억원 C2A체계 2차 양산 공급계약 체결,'272210
2020/12/24,10:23,[특징주] 자사주매입·신사업투자…한화시스템 급등세,'272210
2020/12/24,10:22,한화시스템(272210), 방위사업청과 1845.6억원 규모의 단일판매ㆍ공급계약체결,'272210
2020/12/24,10:20,한화시스템 수주공시 - 방공지휘통제경보(C2A)체계 2차 양산 1,845.6억원 (매출액대비  11.9 %),'272210
2020/12/24,10:20,한화시스템(272210), 국방과학연구소과 3022.8억원 규모의 단일판매ㆍ공급계약체결,'272210
2020/12/24,10:19,'[장중수급포착] 한화시스템, 외국인/기관 동시 순매수… 주가 +4.15%,'272210
2020/12/24,10:17,한화시스템(주) 선급금 지급 결정,'272210
2020/12/24,10:17,<유>한화시스템, 전일 대비 8.30% 상승.. 일일회전율은 0.79% 기록,'272210
2020/12/24,10:16,한화시스템, 1,845.58억원 규모 공급계약(방공지휘통제경보(C2A)체계 2차 양산) 체결,'272210
2020/12/24,10:16,한화시스템(주) 단일판매ㆍ공급계약체결,'272210
2020/12/24,10:15,한화시스템 수주공시 - 구축함(KDDX) 전투체계 다기능위상배열레이더 시제 3,022.8억원 (매출액대비  19.6 %),'272210
2020/12/24,10:12,한화시스템(272210)  소폭 상승세 +5.54%,'272210
2020/12/24,10:09,한화시스템, 3,022.79억원 규모 공급계약(구축함(KDDX) 전투체계 다기능위상배열레이더 시제) 체결,'272210
2020/12/24,10:09,한화시스템(주) 단일판매ㆍ공급계약체결,'272210
2020/12/24,09:50,한화시스템, 자율주행 겨냥 美 저궤도 안테나 기업에 330억 투자,'000880/272210
